Identifiant;Commune du lieu d'intervention;Type d'intervention;Numéro de la voie;Type de voie;Nom de la voie;Préfixe de la voie;location
5558;LES SORINIERES;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS NANTES - NIORT;;47.1365214886, -1.51096281435
5560;LES SORINIERES;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D57 RTE DU BIGNON;;47.1328001983, -1.51666131979
5573;LIRE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;COMBE;LA;47.3447312171, -1.17594819767
5579;LIRE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;FONTENELLES;LES;47.3267597196, -1.17353480489
5590;MACHECOUL;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D64 RTE DE BOUIN;;46.9854912585, -1.87063829581
5593;MACHECOUL;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;DOUCETIERE;LA;46.9556652595, -1.82038402242
5610;MALVILLE;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS NANTES - VANNES;;47.3374140853, -1.80749408529
5612;MALVILLE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BARRE;LA;47.3356541904, -1.85180141614
5613;MALVILLE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;CHAILLEREAUX;LES;47.3289331806, -1.88523322736
5615;MALVILLE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D17 SAVENAY-ST ETIENNE MTL;;47.3225626846, -1.87762855516
5620;MASSERAC;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D125 RTE DE GUEMENE PENFAO;;47.6660090428, -1.90666667868
5625;MESANGER;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BOIS CLAIR;LE;47.449255297, -1.22331037777
5628;MESANGER;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BIGANE;;47.4106114396, -1.21941736477
5635;MOISDON LA RIVIERE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D178 RTE DE CHATEAUBRIANT;;47.6460916037, -1.38167527856
5636;MOISDON LA RIVIERE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D178 RTE DE CHATEAUBRIANT;;47.6460916037, -1.38167527856
5640;MOISDON LA RIVIERE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;METAIRIE;LA;47.6155849091, -1.40690625725
5651;MONTOIR DE BRETAGNE;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS LA BAULE - SAVENAY;;47.3244961586, -2.17166866359
5655;MONTOIR DE BRETAGNE;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS LA BAULE - SAVENAY;;47.323835931, -2.16272126857
5656;MONTOIR DE BRETAGNE;ACCIDENT VOIE PUBLIQUE;;RUE;HENRI GAUTIER;;47.307236481, -2.17894212647
5659;MONTRELAIS;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS PROVINCE - PARIS;;47.4173051237, -0.978474459267
5666;MOUZEIL;ACCIDENT VOIE PUBLIQUE;;PONT,VIADUC,PASSERELLE;GARE;DE LA;47.4391111568, -1.30884818956
5674;NANTES;ACCIDENT VOIE PUBLIQUE;;ROUTE;CHAPELLE SUR ERDRE;DE LA;47.2697155449, -1.57193048251
5680;NANTES;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE INTERIEUR;;47.2658626002, -1.58673300307
5681;NANTES;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE INTERIEUR;;47.2658626002, -1.58673300307
5687;NANTES;ACCIDENT VOIE PUBLIQUE;;ROUTE;CHAPELLE SUR ERDRE;DE LA;47.2625472642, -1.57455545289
5690;NANTES;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE INTERIEUR;;47.2596379358, -1.55672019121
5694;NANTES;ACCIDENT VOIE PUBLIQUE;;ROUTE;SAINT JOSEPH;DE;47.2566556863, -1.52943621222
5696;NANTES;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE INTERIEUR;;47.2550099756, -1.52989930073
5699;NANTES;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE EXTERIEUR;;47.2544441164, -1.52286052535
5710;NANTES;ACCIDENT VOIE PUBLIQUE;37;RUE;COLLINES;DES;47.2424958558, -1.51656276282
5716;NANTES;ACCIDENT VOIE PUBLIQUE;51;RUE;FELIX LEMOINE;;47.2376705728, -1.54630067996
5719;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;LORRAINE;DE;47.2339674752, -1.54366489458
5731;NANTES;ACCIDENT VOIE PUBLIQUE;43;RUE;DERVALLIERES;DES;47.2220677811, -1.57914596292
5743;NANTES;ACCIDENT VOIE PUBLIQUE;;COURS;CINQUANTE OTAGES;DES;47.2170397891, -1.55687318529
5745;NANTES;ACCIDENT VOIE PUBLIQUE;;COURS;JOHN KENNEDY;;47.216549089, -1.54578611044
6249;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;35;RUE;THOMAS EDISON;;47.2870607127, -2.29741626126
6255;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;27;BOULEVARD;MOULIN DE LA BUTTE;DU;47.2866933231, -2.21745009519
6257;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS PORNIC - GUERANDE;;47.2837873425, -2.27587821183
6265;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;RUE;MARCEL SEMBAT;;47.2610179091, -2.2264345898
6266;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;332;ROUTE;COTE D'AMOUR;DE LA;47.2576347928, -2.26487323614
6271;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;UNIVERSITE;DE L';47.2542998909, -2.26444067034
6282;ST PERE EN RETZ;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;MANDOIRE;LA;47.2203737077, -2.08765628771
6291;ST PHILBERT GRANDLIEU;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BROSSE TENAUD;LA;47.0622251196, -1.57630011382
6306;ST SEBASTIEN SUR LOIRE;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;PAS ENCHANTES;DES;47.2083853008, -1.51340670015
6307;ST SEBASTIEN SUR LOIRE;ACCIDENT VOIE PUBLIQUE;119;RUE;PYRAMIDE;DE LA;47.2024490531, -1.4858353335
6309;ST SEBASTIEN SUR LOIRE;ACCIDENT VOIE PUBLIQUE;;AVENUE;MARTELLIERE;DE LA;47.1989630858, -1.51964037905
5345;HERIC;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;FUT LEVE;LE;47.4451336831, -1.60066156956
5357;HERIC;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS RENNES - NANTES;;47.4155730948, -1.64204119864
5366;INDRE;ACCIDENT VOIE PUBLIQUE;11;RUE;PONT ALLARD;DU;47.1964601997, -1.66619643701
5375;JOUE SUR ERDRE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;MARAIS;LE;47.5327262831, -1.38864354587
5379;JOUE SUR ERDRE;ACCIDENT VOIE PUBLIQUE;;RUE;BOCAGE;DU;47.4958257795, -1.41901375838
5381;JOUE SUR ERDRE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D178 RTE DE NANTES;;47.4846941445, -1.44259282014
5390;LA BAULE ESCOUBLAC;ACCIDENT VOIE PUBLIQUE;;ROUTE;REZAC;DE;47.2954844435, -2.32454519582
5396;LA BAULE ESCOUBLAC;ACCIDENT VOIE PUBLIQUE;39;ROUTE;VILLE HALGAND;DE LA;47.2806117929, -2.34955999353
5402;LA CHAPELLE BASSE MER;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D7 RTE DE LA VARENNE;;47.2834326887, -1.33044254276
5405;LA CHAPELLE BASSE MER;ACCIDENT VOIE PUBLIQUE;10;RUE;HOSPITALIERS;DES;47.2705902609, -1.32450763856
5413;LA CHAPELLE GLAIN;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;GATINELAIS;LA;47.6062192972, -1.22952814795
5419;LA CHAPELLE LAUNAY;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS SAVENAY - LA BAULE;;47.3587613732, -1.97523945127
5422;LA CHAPELLE SAINT SAUVEUR;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D30 RTE DE VARADES;;47.4348409436, -0.990166788816
5429;LA CHAPELLE SUR ERDRE;ACCIDENT VOIE PUBLIQUE;;;BAUCHE;DE LA;47.2913597885, -1.5430664058
5431;LA CHAPELLE SUR ERDRE;ACCIDENT VOIE PUBLIQUE;40;ROUTE;ORVAULT;D';47.283445578, -1.58032020667
5434;LA CHAPELLE SUR ERDRE;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS PARIS - PROVINCE;;47.2756033128, -1.52842443581
5435;LA CHAPELLE SUR ERDRE;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS PARIS - PROVINCE;;47.2756033128, -1.52842443581
5437;LA CHAPELLE SUR ERDRE;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS PARIS - PROVINCE;;47.2748967548, -1.53767655438
5442;LA CHEVALLERAIS;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;SAINTE MARIE;;47.4888647731, -1.67531594885
5446;LA CHEVROLIERE;ACCIDENT VOIE PUBLIQUE;89;RUE;SABLE;DU;47.0919831119, -1.62973751724
5447;LA CHEVROLIERE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;HUGUETIERES;LES;47.082060144, -1.56009071658
5464;LA MEILLERAYE DE BRETAGNE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D178 RTE DE MOISDON RIVIER;;47.5703416291, -1.39444617444
5486;LAVAU SUR LOIRE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;SEIGNARDAIS;LA;47.3208548347, -1.93880589243
5488;LE BIGNON;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D137 NANTES - MONTAIGU;;47.1151292577, -1.4815225639
5495;LE CELLIER;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS PARIS - PROVINCE;;47.345168115, -1.36674589534
5497;LE CELLIER;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;JOIE;LA;47.3394147567, -1.35263519538
5502;LE CELLIER;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D723 NANTES - ANCENIS;;47.3248053822, -1.37604890158
5504;LE CROISIC;ACCIDENT VOIE PUBLIQUE;;RUE;CHARLES NOURRY;;47.2969356786, -2.51847331483
5525;LE LOROUX BOTTEREAU;ACCIDENT VOIE PUBLIQUE;4;RUE;ALBIZIA;DE L';47.2266227636, -1.31294644684
5526;LE LOROUX BOTTEREAU;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;CHEMIN NOIR;LE;47.2234881854, -1.3680283852
5527;LE LOROUX BOTTEREAU;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;CHEMIN NOIR;LE;47.2234881854, -1.3680283852
5528;LE LOROUX BOTTEREAU;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;MORILLERE;LA;47.2226599927, -1.36100457
5529;LE LOROUX BOTTEREAU;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D7 RTE DE CHAPELLE HEULIN;;47.2173647705, -1.3573475128
5537;LE PALLET;ACCIDENT VOIE PUBLIQUE;;RUE;SEVRE;DE LA;47.1406893547, -1.34468437317
5545;LE PIN;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BAS BOULAY;;47.5448064879, -1.18614154111
5553;LEGE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D178 RTE DES SABLES OLONNE;;46.8795629425, -1.5988754715
5554;LES MOUTIERS EN RETZ;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D13 RTE DE BOURGNEUF RETZ;;47.0614581007, -1.97990754262
5562;LES SORINIERES;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D178 ST PHILBERT GL-NANTES;;47.1302457066, -1.52005426228
5564;LIGNE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;FAYAU;LE;47.4361875618, -1.375352719
5567;LIGNE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D23 RTE DE NORT SUR ERDRE;;47.4191859451, -1.42111169496
5568;LIGNE;ACCIDENT VOIE PUBLIQUE;;RUE;PRE ATHELIN;DU;47.417137988, -1.39031895075
5569;LIGNE;ACCIDENT VOIE PUBLIQUE;;PLACE;PERRETTERIE;DE LA;47.4118043245, -1.37583096995
5570;LIGNE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;SAINT JEAN;;47.3915316063, -1.38205851842
5571;LIGNE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D9 RTE DE ST MARS DESERT;;47.3881270104, -1.38655513448
5574;LIRE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D751 RTE DE BOUZILLE;;47.3423629681, -1.14769508146
5587;MACHECOUL;ACCIDENT VOIE PUBLIQUE;;ROND-POINT,GIRATOIRE;FORET;DE LA;46.9949858053, -1.80703371162
5589;MACHECOUL;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D117 RTE DE NANTES;;46.9915870703, -1.78157184937
5592;MACHECOUL;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D95 RTE DE LA GARNACHE;;46.9772828443, -1.80580034041
5602;MALVILLE;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS NANTES - VANNES;;47.3471501935, -1.86565272744
5603;MALVILLE;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS NANTES - VANNES;;47.3471501935, -1.86565272744
5605;MALVILLE;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS VANNES - NANTES;;47.3468746191, -1.86555150851
5607;MALVILLE;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS NANTES - VANNES;;47.3414932016, -1.83207583368
5609;MALVILLE;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS VANNES - NANTES;;47.3413747645, -1.83286173352
5611;MALVILLE;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS VANNES - NANTES;;47.3372362287, -1.80843436848
5616;MALVILLE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;VALLEE;LA;47.3171412632, -1.87041840994
5624;MESANGER;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D221 RTE DE POUILLE COTEAU;;47.4543648587, -1.20761497282
5626;MESANGER;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;VARENNE;LA;47.4262777146, -1.2038900603
5627;MESANGER;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;PONT ESNAULT;LE;47.4187782042, -1.29740131901
5632;MISSILLAC;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS NANTES - VANNES;;47.4861507374, -2.21276444792
5633;MISSILLAC;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;RIGAUDIERE;LA;47.4710157267, -2.20146559396
5634;MOISDON LA RIVIERE;ACCIDENT VOIE PUBLIQUE;;CARREFOUR;FORET PAVEE;DE LA;47.6676552613, -1.37918727347
5638;MOISDON LA RIVIERE;ACCIDENT VOIE PUBLIQUE;;PLACE;EGLISE;DE L';47.621609906, -1.37206352537
5644;MONTBERT;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;COMETE;LA;47.0616230438, -1.43917626811
5647;MONTOIR DE BRETAGNE;ACCIDENT VOIE PUBLIQUE;73;RUE;PATURES;DES;47.3331878619, -2.18166688795
5658;MONTOIR DE BRETAGNE;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS PORNIC - GUERANDE;;47.2865466353, -2.17184411089
5663;MOUAIS;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS RENNES - NANTES;;47.7061585676, -1.7041532342
5667;MOUZEIL;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D9 LE BOULAY - TEILLE;;47.4367277782, -1.31390097744
5675;NANTES;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE EXTERIEUR;;47.2679894542, -1.57369650366
5679;NANTES;ACCIDENT VOIE PUBLIQUE;;;PERIPHERIQUE INTERIEUR;;47.2658626002, -1.58673300307
5683;NANTES;ACCIDENT VOIE PUBLIQUE;;;PERIPHERIQUE INTERIEUR;;47.2649112218, -1.55952549892
5686;NANTES;ACCIDENT VOIE PUBLIQUE;;ROUTE;CHAPELLE SUR ERDRE;DE LA;47.2629735631, -1.57446755607
5697;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;PROFESSEUR RENE AUVIGNE;;47.2551506107, -1.51816244448
5702;NANTES;ACCIDENT VOIE PUBLIQUE;;;PERIPHERIQUE EXTERIEUR;;47.2504192124, -1.50907813159
5707;NANTES;ACCIDENT VOIE PUBLIQUE;19;RUE;KOUFRA;DE;47.2438610037, -1.52878919633
5708;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;HALUCHERE;DE LA;47.2441470173, -1.51350750419
5721;NANTES;ACCIDENT VOIE PUBLIQUE;23;CHEMIN;CLARIERE;DE LA;47.2327741343, -1.49233900511
5723;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;MASSACRE;DU;47.2272811515, -1.60008818492
5726;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;PAUL BELLAMY;;47.2268164042, -1.56048019105
5752;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;NATIONS UNIES;DES;47.2105012517, -1.56005891429
5755;NANTES;ACCIDENT VOIE PUBLIQUE;;PONT,VIADUC,PASSERELLE;GENERAL AUDIBERT;;47.2086504275, -1.54978640187
5759;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;DOCTEUR JULES SEBILLEAU;;47.2052991356, -1.53187263526
5761;NANTES;ACCIDENT VOIE PUBLIQUE;16;BOULEVARD;BENONI GOULIN;;47.2015306446, -1.55125186199
5764;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;USINES;DES;47.1951938121, -1.60363561783
5767;NANTES;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE INTERIEUR;;47.1922718079, -1.61347623098
5775;NORT SUR ERDRE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D178 RTE DE JOUE SUR ERDRE;;47.4575399515, -1.477022322
5781;NORT SUR ERDRE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D164 RTE DE BLAIN;;47.4366358142, -1.53163321221
5782;NORT SUR ERDRE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;PONT DU PLESSIS;LE;47.4310058989, -1.52951252938
5785;NORT SUR ERDRE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;ILE;L';47.4239067773, -1.48130442937
5797;NOZAY;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D124 RTE DE MARSAC SUR DON;;47.5752176792, -1.64001598372
5798;NOZAY;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D124 RTE DE MARSAC SUR DON;;47.5752176792, -1.64001598372
5802;NOZAY;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS NANTES - RENNES;;47.5616351794, -1.63479546531
5804;NOZAY;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D2 RTE DE VAY;;47.5581927892, -1.63695982204
5805;NOZAY;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D2 RTE DE VAY;;47.5581927892, -1.63695982204
5807;NOZAY;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;STE MARIE;;47.5426011662, -1.64017096367
5809;ORVAULT;ACCIDENT VOIE PUBLIQUE;;ROUTE;ROUSSELIERE;DE LA;47.2946480586, -1.64382830385
5811;ORVAULT;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS RENNES - NANTES;;47.2948538804, -1.61661050179
5830;ORVAULT;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE EXTERIEUR;;47.2657027015, -1.5877268839
5845;OUDON;ACCIDENT VOIE PUBLIQUE;;ROUTE;COTE DE PONT CHAPEAU;;47.3630523173, -1.22927652484
5847;OUDON;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;JONCHERAY;LE;47.3594269285, -1.23528930283
5858;PAULX;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D73 RTE DE LA GARNACHE;;46.9497958877, -1.78030484258
5243;GORGES;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;GANOLIERE;LA;47.1059540467, -1.32123532942
5246;GRAND AUVERNE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D2 RTE DE LA MEILLERAYE;;47.5898319694, -1.33983120809
5254;GUEMENE PENFAO;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;HAUT MEAUDUC;;47.6701959768, -1.86204951386
5272;GUENROUET;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D2 RTE DE ST GILDAS D BOIS;;47.52027546, -1.98566913836
5274;GUENROUET;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BRUYERE;LA;47.4957515464, -1.99033720339
